Number,StudentLevel,Timestamp,Transcript,Duration,Rating
159,Graduate,7/27/23 15:52,"Student: Hi, where are the ""High Density Storage Collection"" ?
Librarian : Hi [name]
Student : Hello
Librarian : High Density Storage is located on the Polytechnic campus and is not open to patrons
Librarian : Are you trying to access something from that collection?
Student : Yes, im trying to access a book. What do you mean it is not open to patrons? i won't be able to take a book from there?
Librarian : You will need to request the book via the library website. It will be delivered to the ASU Library of your choice
Student : can you point me to the link for that?
Librarian : Sure, do you have the link or title of the book?
Student : Ok, I'ts ok, i already did it
Librarian : There will be a ""Request ASU Copy"" option in the record
Student : thanks, i didn't know i had to request a copy
Librarian : No problem, glad to help
Librarian : Anything else I can help with?
Student : No, I'm good, thanks, have a nice day
Librarian : You too :)
",184,0
160,Graduate,7/31/23 15:18,"Student: Unable to login to O'Reilly website
Librarian : let me check
Student : Thanks [name]
Librarian : I was able to get in. Please try clearing your browser cache (CTRL+ALT+SHIFT) and reboot your computer
Student : let me try from other browsee
Librarian : That works, too!
Student : tried from different browser
Student : Access Verification
We're sorry, our system was unable to authorize your access to these resources.

Off-campus access to library resources is limited to ASU Faculty, Staff, and currently enrolled students. To be currently enrolled, you must be registered for classes in the semester that is currently in session. During the summer, you can be enrolled for either summer or fall to qualify for access.

If you believe you have reached this page in error please contact ASU Library Technical Support.
Librarian : Have you logged in via the Library Link? 
[Link]


Student : yes... i am clicking on the ""Full Text Available"" link from the ASU lib
Librarian : Let me see if you are still enrolled
Student : ok
Student : I didn't had a enrollment for FAll course - But i did that couple of hours back
Librarian : what's the last 3 digit of you ID
Librarian : ASU ID
Student : akchauh1
Librarian : Checking that now
Librarian : You are ""expired""  Did you graduate or just not register for Fall?
Student : I have not graduated - I registered for one course in Fall this morning
Librarian : It may take a day or two for the registrar to reinstate you.
Student : I see...if we don't register - our status becomes expired?
Librarian : It shouldn't but sometimes it does
Student : ok - anything i can do to expedite it? or I just need to wait for day or two?
Librarian : At this point it is a waiting game. If you are just working on your thesis and not in other classes, there is a 1 credit course you have to register for (thesis writing) to keep library access
Student : cool..thanks [name]! I will wait ..appreciate your looking into the issue
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",962,4
161,Graduate,3/9/23 13:50,"Student: Could you please help me find the following article:
Super Absorbent Hydrogel Based on Poly[acrylamide/maleic acid/2-methacryloxy ethyl trimethylammonium chloride]: Synthesis, Characterization and their Application in the Removal of Chromium (VI) from Aqueous Solution

Authors:  Ankit M. Patel
, Ranjan G. Patel
&; Manish P. Patel
Librarian : Hi [name], yes just one moment
Librarian : Hi [name], does this link [Link] take you to the article?
Librarian : Attached a file: [Link]
Librarian : I also attached the .pdf file
Librarian : Is there anything else I can help you with?
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",366,4
162,Graduate,3/24/23 10:27,"Student: I wannna talk about #11897833. ticket
Librarian : Hi [name], give me one moment to pull up this ticket for you.
Student : Hi [name],
Thank you
Librarian : When did you place this ticket?
Student : i received a mail from Librarian regarding a textbook order i placed. This particular textbook is not for one of my classes. It is a textbook that I am interested in studying to enhance my skills and further my career growth. I appreciate your understanding.
Librarian : I understand! Well, there is a policy around textbook purchasing. Librarian is a librarian who can assist you in this regard, so you are talking to the right person. Did you let [name] know that it is more for a class?
Librarian : I meant to say, it is not for a class.
Student : Yeah i mailed her regarding that

Hi [name],

Thank you for your response. This particular textbook is not for one of my classes. It is a textbook that I am interested in studying to enhance my skills and further my career growth. I appreciate your understanding.

This was my mail to her
Librarian : Okay, great. Are you waiting for a response now?
Student : Yeah, Should i do something or wait for her mail ?
Librarian : At this point, you need to wait for her response. As I stated, the librarians are the ones to speak with regarding these kind of requests. I am sure she will get back to you soon!
Librarian : Is there anything else I can help you with today? 
Student : Nothing much.
Thank you [name] for your prompt response. 
I appreciate your suggestions.
Librarian : Thanks for using the library Ask a Librarian service!  Hope you have a good day.
",469,4
163,Graduate,4/14/23 15:49,"Student: Hello, 

I am wondering if ASU has a subscription for the journal Chemical Engineering, an Access Intelligence publication. 

I see the journal listed on the ASU library website, but I'm not able to see any of the actual journals. 

thanks,
[name] [name]
Librarian : Hello [name].  Let me look into it.
Librarian : I just performed an advanced journal title search, and I was unable to find the Access Intelligence Publication
Librarian : Would you be able to share the catalog record with me?
Student : attached a file: [Link]
Librarian : Thanks.
Student : [Link]
Student : thank you
Librarian : Apparently access is via Nexis Uni, but it is not taking me to the journal or search interface.  I am wondering if it is a licensing issue.
Librarian : I am not a STEM Librarian, so what I would propose is that you submit an email question so that it will be directed to one of our STEM specialists.
Librarian : Let me send you the link.
Librarian : [Link]
Student : thank you for your help!
Librarian : Sure.
Librarian : I just saw your question go through.  Someone will follow up with you.
",1000,0
164,Graduate,5/17/23 13:41,"Student: I am trying to access an e-book. System says that full text is available at O'reilly for higher education, but when I click on the link, it doesnt work.
Librarian : Hello [name].  Let me look into it.  First, did you locate the book using One Search, and was it filtered to our library holdings?
Librarian : Also what is the title and who is the author.
Student : Yes I have used One search
Librarian : Thanks
Student : Title: AWS Certified Solutions Architect - Associate (SAA-C03) Cert Guide, 2nd Edition
Author: Mark Wilkins
Librarian : Let me check.
Student : sure
Librarian : We only provide electronic access to (SAA-C02).
Librarian : Library one search is an agragated 
Librarian : Search engine
Student : okay.. then I will check for that
Student : Could you also please help me with this title

AWS Certified Solutions Architect Study Guide: Associate SAA-C02 Exam
Piper, Ben ; Clinton, [name]
Student : For this it says available at IEEE Xplore
Student : even for this I am having similar issue
Librarian : sorry aggregated search engine.  Unless you filter it to ASU, you will get holdings from other libraries.
Librarian : Let me check.
Student : okay
Student : attached a file: [Link]
Librarian : Our holdings records indicate that we only provide access via Pearson IT
Student : Okay
Librarian : When I clicked on the link you provided, the access was blocked.  Let me send you the catalogs records 
Librarian : for the Pearson IT versions.
Student : sure
Librarian : [Link]
Librarian : I now see it is an O'Reilly book.
Librarian : Let me see if I can get in.
Student : yes please
Librarian : Evidently. we no longer provide access.  
Librarian : I checked the other record and got a 400 bad request message.
Librarian : What I would do is place a request for the 

AWS Certified Solutions Architect - Associate (SAA-C03) Cert Guide, 2nd Edition.  Let me send you the form.
Student : Okay, I am searching for a similar book which is available at IEEE Xplore Wiley Data and Cybersecurity eBooks Library
Student : do we have access for this?
Librarian : [Link]
Student : Okay thank you for the form, may I know how long can it take to process the request?
Librarian : It all depends on how long it will take to license it.
Librarian : I checked the Wiley.  [Link]
Librarian : But you will need to request an external copy or a chapter scan.
Librarian : That is another title you could request.
Student : Okay, i will look into this
Student : Thank you for helping me out
Librarian : Sure.  I am sorry that we no longer provide access.  I will let our IT people know.
Librarian : I am going to close our chat.  Get back to us should you need further assistance.
",1565,0
165,Graduate,6/5/23 13:09,"Student: When I graduate and am no longer a student, how will my ASU library privileges change?
Librarian : Hi Walter,
Student : Hello!
Librarian : For the most part, you lose most of your access. However, you do have some options. Let me find our info page on that...
Librarian : [Link]
Student : Thanks for the link. That should be quite helpful.
Librarian : ok, congrats!
Student : One particular thing I was wondering about (and which is probably answered there) is the ability to read some of the books that have full text available online through the library. Looks like that may depend on which database the book is provided through?
Librarian : that's true
Student : (There are a few books that I’ve found while here that I just haven’t had time to read)
Librarian : but, if you are in the library, on our wifi, you have more access
Student : I’ll have moved out of state, unfortunately
Librarian : ok, so that won't work, but that page gives the details. You also will want to check out your public library for other options!
Student : Yes, inter-library loan I suppose is always an option
Librarian : exactly
Student : Very good. Thanks for the help!
Librarian : you're welcome!
",314,4
166,Graduate,6/12/23 10:37,"Student: Hi. I am looking for a hardcopy of a book and I can't find it.
Librarian : Hello! Could you give me the title and author of the book you are looking for?
Librarian : And just to be clear you are only interested in a physical copy, not an electronic version?
Student : Yes, I only want the physical copy
Student : Fuel cell fundamentals
O'Hayre, [name] P., author.; O'Hayre, [name] P., author.
Hoboken, New Jersey : Wiley 2016
Librarian : Hi there, so we do have the full electronic text here [Link]
Librarian : Unfortunately we don't have a physical copy. The library does not generally carry textbooks as part of the collection.
Librarian : Often if a book isn't available you can try Interlibrary Loan to request from a different library, but ILL does not support textbooks either unfortunately.
Librarian : Is there anything else I can help you find today?
Librarian : Okay, I am going to close this chat now. Thanks for using Ask A Librarian!
",1448,0
167,Graduate,6/27/23 15:59,"Student: need access for the paper  ""Neuromodulation in migraine: state of the art and perspectives""
Librarian : Hi [name]. Let me take a look.
Librarian : Try this link: chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://web.archive.org/web/20160913070155id_/http://www.euroheadpain.org/wp-content/uploads/2014/05/Neuromodulation-in-migraine_state-o[phone]perspectives.pdf
Librarian : Are you still there, [name]?
Student : sorry '
Student : yes
Librarian : Were you able to access the article through the link?
Student : yes
Student : with a little bit of editing of the link, I was able to
Librarian : Great!
Student : I would like to know how did you get access to it
Student : so that next time I don't have to bother you
Student : im not on campus most of the times, when Im in Hayden library, they automatically open and I have never thought of it
Librarian : Let me share a trick with you that I use a lot.  Start at the ASU Library page ( lib.asu.edu ). Click on the ""View Resources"" tab under ""Frequently Used Resources"" (it's probably toward the bottom of your screen). Choose the Google Scholar option. Once you're in, copy and paste the article name in the search bar. To the right of your result, there is often a link to the article.  If there is no link, then you know that you will need to request the article through the Interlibrary Loan Department.
Student : aha
Librarian : You need to do this through the Google Scholar link from our ASU Library page.
Student : got it, thanks for the help, I will remember this
Student : nothing else for today, thanks for your help wendi
Librarian : But, honestly, please contact us if you need any assistance -- that's what we are here for. :-)
Student : sure
Librarian : Have a great day!
Student : you too
",621,0
168,Graduate,7/10/23 15:37,"Student: Need help finding a magazine that has an article I am looking for
Librarian : Hi [name]--what's the article and magazine?
Student : I am looking for the National Trust for Historic Preservation
Student : it is a preservation magazine
Student : I need the Fall 2019 article inside of it about the Longfellow Bridge Renovation
Librarian : Looks like the magazine is called Preservation. Is this the article? [Link]
Student : Yes i believe so, thank you so much
Librarian : You're welcome! Anything else right now?
Student : Nope that's it
Librarian : okay, thanks for stopping by!
Student : thank you
",278,0
169,Graduate,7/11/23 11:48,"Student: can't find the 2019 ""Preservation Magazine"" article about the Longfellow Bridge Renovation.
Librarian : Hi [name], do you have a complete citation?
Student : no I just need to be able to find this article for an essay I need to write today
Librarian : Okay, let me take a look...
Librarian : Is this it?[Link] 
Student : I found this one earlier but I'm honestly not 100% sure if this is what she's looking for
Student : she said to use the ASU Library System
Librarian : There are 3 other articles that mention the Bridge, but don't have a lot of content...
Student : ok
Librarian : [Link]
Student : she said this Hint: do a journal search and then get to the spot that you can select electronic files.  Electronic copies of this magazine start in 2015.
Librarian : [Link]
Student : oh perfect I think you found it
Librarian : It's an open access magazine, so it's freely available, rather than a library subscription
Student : ok awesome thank you for your help
Librarian : You bet!  Anything else I can try to help you with today?
Student : nope that'll be all
Student : thanks have a good one
Librarian : You too!
",668,0
170,Graduate,7/18/23 11:52,"Student: Hello, I was looking for the books needed for my class I found one of them online through ASU I was wondering if I could check the book out in person or is it only available online?
Librarian : Hi [name], thanks for using Ask a Librarian. What book is it and I can give you some more details?
Student : Electrical Energy Conversion &; Transport by Holbert
Librarian : Let me take a look.
Student : Thank you. I also have other books that I wanted to see if ASU had online versions or actual books for me to use.
Librarian : Ok, you'll want to  double check what version of the book you'll need. We have the 2005 version available electronically and as a hardcopy which you can check out. It looks like there's a more recent version (2013) which we do not have and, if it's a textbook for a course, you'd need to get either through the bookstore or another provider (such as Amazon).
Librarian : As for the other books, you can search by title at the library's home page (lib.asu.edu), if they are available it should indicate it on the results page and by selecting each it will let you know if it is available electronically and/or physically.
Student : ok, thank you.
Librarian : Can I help with anything else at the moment?
Student : Nope that is all. thank you again
Librarian : No worries. Have a great day!
",497,0
171,Graduate,7/19/23 14:07,"Student: I want to request a loan computer, but I know I have to pick it up from the campus. Is there a way I can have it delivered if I am not able to go to the campus?
Librarian : Welcome to Ask a Librarian! I am reading your question now to see how I can help you.
Librarian : Let me look up the information for you.
Librarian : Here is the information about the laptop lending and the contact information for the UTO Experience Center. They will be able to let you know if shipping is a possibility.
Librarian : [Link]
Librarian : [Link]
Student : OK
Student : Thank you
Librarian : You're welcome. Can I help with anything else? 
Student : No
",389,0
172,Graduate,7/21/23 14:13,"Student: Does ASU offer Microsoft Office suite licenses for students?
Librarian : Hello [name]!
Librarian : Yes, asu offers the Microsoft office 365 suite free for student use, let me find you the link
Librarian : this should walk you throught he process of downloadin it: [Link]
Student : thank you
",116,0
173,Graduate,7/24/23 9:16,"Student: Would I be allowed to do pyrography (wood burning) in the maker space and/or the E-spaces that are near Tooker House?
Librarian : Hi [name], thanks for using Ask a Librarian. I don't know if I can answer for the Tooker e-spaces, but I can forward your question on to our Makerspace folks to answer for the library.
Librarian : They'll respond to you by email.
Librarian : Before I forward this on, is there anything else I can help with at the moment?
Student : Not at the moment. Thank you so much for your time!
Librarian : No problem. They'll be in touch soon.
Librarian : Have a great day!
Student : You too!
",94,0
174,Undergraduate,8/3/22 12:57,"Student: Where to access course e-reserve textbooks?
Librarian : Is it not in your canvas?
Student : Hello [name], I hope you are doing well
Student : No, I am enrolled into MUS 355 which uses its own website for some reason
Student : and I was told to go to the ASU Library Website where I can find the course e-reserve textbook for this course
Librarian : Let me check to see what I can find for you.
Student : The image shows a periodic table highlighting the positions of the elements copper and zinc. Copper and zinc are commonly encountered in materials engineering. To answer this question, you will assume that the atoms of both metals are packed together in such a way that the same number of atoms of each would occupy exactly the same volume (this isn't actually true, but let's make this assumption for the purpose of this question).

Given the list of options, select the correct answer to this question: Based on the atomic weights of copper and zinc obtained from the periodic table, how much more dense would you expect zinc to be compared to copper? Use your own periodic table if the image provided does not have a high enough resolution.
Student : Thanks
Student : Sorry ignore the last text
Student : Required readings for this course have been placed on e-reserve by ASU Libraries. Go
to [Link] and choose Course Reserves for this course by professor’s name
or course number. A list of these readings is posted on the course website under
“Documents” on the course home page.
Librarian : Going to course reserves is no longer an option on out webpage. Let me check something else.
Student : Ok thanks
Student : Hey, I was able to contact a college and he gave me a link that let me access the course e-reserve page
Librarian : Okay, I am glad you were able to get a proper link.
Student : Yes, thank you and have a good day, [name] :)
",875,0
175,Undergraduate,8/4/22 13:39,"Student: Hi i had question about job position of Library Aide at Design arts Library
Librarian : Hi Jay, thanks for using Ask a Librarian. How can we help?
Student : hey i wanted ttio ask if there's a position open at Design art libraray
Student : and whom can i contact for the job position
Librarian : Yes, we just posted one today. You'll want to go the library home page (lib.asu.edu) and click on the ""Employment"" link on the bottom. When you get to the website for student positions, if you search for ""Library"" then it should be one of the results.
Student : ohh okay
Librarian : This link might work: [Link]
Student : okay thank you so much
Student : also can you give any tips for application
Student : if possible
Librarian : Basically, just make sure you include the information the job announcement requires. The best thing to have is an enthusiastic attitude.
Student : okay
Student : thank you for the, have a good day sir
",320,0
176,Undergraduate,8/8/22 15:37,"Student: How can I borrow a book from Nobel Library?
Librarian : hello!
Librarian : Please go to the library website at lib.asu.edu first. 
Librarian : Then search the titles you're looking for 
Librarian : After you locate the titles, you can request these books online if they are in high density area and choose to pick them up at Noble library. 
Librarian : If you would like to go to the Nobel library in person to search for books, you need to find out if the titles you're looking for are located at the Nobel library instead of the high-density area. 
Librarian : Here is the Noble library's circulation desk phone number? 

[Link] and webpage: [Link]
Librarian : In case you need more information about the library's hours and other services, please check its website or give them a phone call. 
Librarian : Hope the above information helps. 
Librarian : Is there anything else we can do for you today? 
Student : Do I need to bring my ASU card with me?
Librarian : Yes. Please. 
Student : Thanks
Librarian : You're welcome!
Librarian : Is there anything else we can do for you today? 
",756,0
177,Undergraduate,8/9/22 14:50,"Student: When i try searching the research database I get a 404 not found
Librarian : Hi [name]! What were you looking for? Where were you looking for it? Can you give me more details.
Student : On the left theres a tab that says research databases and I scroll down  where it says start searching! in the Library one Search I enter ""artificial intelligence"" and get a 404 not found
Librarian : I'm not sure where you're looking still. Are you on the library's website (lib.asu.edu) or are you starting your search from myasu or some other location? 
Student : Im on libguides.asu.edu. It was a resource link in one of my classes on canvas
Librarian : Oh, okay, which libguide? 
Student : researchdatabases
Student : then if you scroll down theres a ""Start Searching!"" section
Student : thats where I typed it in
Librarian : First, I would suggest starting from the library home page. If you go to [Link] there is a big box with two search places. You can choose ""Databases"" on the drop down menu on the bottom (where it says OneSearch). Then type your search term in there. That shouldn't give you an error message. 
Librarian : Would you be able to send me the url for the lib guide, so I can report the error to the IT people? 
Student : [Link]
Student : thats the page i was searching on
Student : the main site though works
Librarian : Thank you. I'll be sure to report that link. Do you need any further assistance with your search? 
Student : no Im good now. thank you
",723,0
178,Undergraduate,8/18/22 15:14,"Student: how to access gale and what ID and where do i find the ID on my asu
Librarian : Hi [name], if you're at asu.lib.edu, you'll see a prompt to sign in in the top right corner
Librarian : It'll ask you for your ASUrite ID and your password
Student : ok got it
Librarian : Once you're signed in, you should be able to access Gale resources
Librarian : Are you looking for something specific?
Student : just doing research for assignment
Librarian : Okay, great! Here's a link to our A-Z databases page (you'll see that Gale Virtual Reference Library is in the box at the top left): [Link]
Student : ok thank you
",150,4
179,Undergraduate,8/23/22 14:10,"Student: Hi, I was looking for a book in the library and I was seeing if you have it I couldn't find it.
Librarian : What book are you trying to find?
Student : Fixico's titled ""Oral Tradition and Traditional Knowledge.
Student : Is what the teacher sent out to us via email.
Librarian : One second while I try and take a look for it in our catalog
Student : thank you!
Librarian : It looks like that is a chapter in this book: [Link]
Librarian : If you click on the Available Online link to Ebook Central, it should be chapter 2
Student : Thank you so much Karalyn!
Librarian : You're welcome! Can I help you with anything else?
Student : No that was all. I looked for a while couldn't find it, but then again I'm new to the Library system. Thank you so much for taking the time to find it. I really hope you have a fantastic rest of your day.
Librarian : You have a good rest of your day as well :) Come back if you have any other questions about the library
",320,4
180,Undergraduate,8/24/22 13:04,"Student: Do y'all have paper schedules for the city bus?
Librarian : Hi [name], we do not have schedules for city buses.
Librarian : You should be able to find schedules online.
Student : ok! thank you!
",39,4
181,Undergraduate,8/24/22 16:30,"Student: How can I filter to find specifically academic peer reviewed research using the one search feature when using the ASU library online?
Librarian : hi [name]
Student : Hello [name]!
Librarian : after you do a search on your topic....
Librarian : there should be filters on the right hand side...
Librarian : including one that says Peer-Reviewed Journals
Librarian : do you see that?
Librarian : check that, then click Apply Filters
Student : I do not see that, I see filters on the side but not one that says peer-reviewed. Should the peer reviewed be under the heading called Resource type?
Librarian : no, it should be above that
Librarian : Sort byRelevanceAvailable in the LibraryFull Text OnlineOpen AccessPeer-reviewed Journals
Librarian : are you logged in? (do you see your name at the top right?)
Student : Yes, I am logged in but I am only seeing sort by relevance then the drop down options look like it says full text online and open access
Librarian : hmmm...interesting [name]. What is your search term? I can see if I can reproduce your results
Student : my search terms were homelessness and minimum wage
Librarian : is All Resources checked at the top?
Student : I am not seeing that as an option?
Student : Is that the same as expand my results?
Librarian : no, okay, lets start over with your search from here, [Link]
Student : oh you know what, I found it and yes it was checked. I did an advanced search and that toggle option disappears after I hit search
Librarian : ok, so do you see it?
Librarian : Attached a file: [Link]
Student : I see it when I first do the search but I can not edit it after the search has been performed without going back and using the link you sent me to start a brand new search
Student : Also I do see the peer reviewed journals on the side now, I am thinking because of how specific my search terms were is why none popped up
Student : I changed my search terms from rise of homelessness to just homlessness and minimum wage. I didn't realize I had typed in rise of homelessness in my first search
Librarian : ok, that was probably it!
Librarian : try to just use terms, when you find a good article, see what terms are in that article and redo the search...
Librarian : I would also recommend Academic Search Premier for this topic, [Link]
Librarian : I like that interface better. in that one the filters are on the left after you search on your terms
Student : I will bookmark that site but may I ask the pathway that you used to pull up the academic search premier in case I am every using a different computer?
Student : ever*
Librarian : Sure, from our library page, it is listed under Popular Resources, [Link]
Student : Thanks, thats very helpful! I also see some other resources there like psycinfo and such that could potentially be helpful as well.
Librarian : great!
Student : I think I just have one more question for now...
Librarian : sure
Student : Is it safe to say that all resources that pull up from the ASU library search are credible?
Librarian : yes, that's a pretty safe assumption. But we can't guarantee everything!
Librarian : those other databases are ones that the ASU Library subscribes to, so those are also safe bets
Librarian : that list of popular resources is a great place to start, we also have many other databases, 713 in all! [Link]
Student : Thats good to know! I am searching for sources for my research paper and this is all very helpful information.
Librarian : great, that big list can be sorted by subject areas
Librarian : does that help?
Librarian : any further questions?
Librarian : ok, if you need something else, feel free to come back!
",2212,4
182,Undergraduate,8/30/22 9:24,"Student: How do I access the Business Insight Global resource, it requires a library ID, barcode, or other ID?
Librarian : Hi [name], let me check on this for you. Just one moment.
Student : thank you!
Librarian : HI [name], I do not see Business Insight Global in the libraries list of databases. 
Librarian : Can you use another business database the library does have access to? Such as ABI Inform? [Link] 
Librarian : Is there anything else I can help you with this evening?
",891,0
183,Undergraduate,8/30/22 10:07,"Student: If you find an article that you like in the ASU Library database, is there an option to find other articles like it by association?
Librarian : Hello [name]! I do not think we have such an option from a single article but you can find similar articles from the same search terms
Student : Hey [name], I thought so but figured I'd ask to see if I could save myself some time. Thank you!
Librarian : no problem! Unfortunately our databases haven't created such a feature yet. But if you need assistance looking for additional articles, that's what we're here for!
Student : I think I can find them but thank you for your help!
Librarian : No problem. I hope you have a great rest of your afternoon. Good luck on your research! 
",519,4
184,Undergraduate,8/31/22 8:48,"Student: I am not sure if I need to or how to cite the FSE honor code in a discussion post.
Librarian : Hello.
Librarian : FSE - Ira Fulton Schools of Engineering?
Student : correct
Librarian : If you are referring to, paraphrasing or quoting, then you should cite that resource
Librarian : [Link]
Librarian : What citation style does engineering typically use? I work primarily with APA (American Psychological Association) and MLA (Modern Language Association).
Student : APA
Librarian : Ira A. Fulton Schools of Engineering would be the (corporate) author.
Librarian : ""Ira A. Fulton Schools of Engineering Honor Code"" is page title.
Librarian : no publication year listed.
Librarian : [Ira A. Fulton Schools of Engineering. (n.d.) Ira a Fulton Schools of Engineering honor code. [Link]
Librarian : Don't quote me on what I just sent, but that is a model to work from.
Librarian : See the APA section of our ""Citation Styles"" library guide: [Link]
Student : Okay, thank you! I was not sure if this fell under ""common knowledge"" or not. This has been very helpful.
Librarian : Also see [Link]
Librarian : No, if you are referring to the particular policy of an institution, college, school or department, you will want to cite that specific source.
Student : That makes sense.
Librarian : If you were to say that some universities have student honor codes, then you would not need to cite. If you say specific percentages or similar, then you would need the source (so that others who had questions could refer to that source to confirm)
Librarian : Need any further assistacne?
Librarian : assistance?
Librarian : Thanks for contacting the ASU Library's ""Ask a Librarian"" service.
Student : That answered all my questions! thank you
Librarian : You're welcome. Bye.
",505,3
185,Undergraduate,8/31/22 12:23,"Student: How can I access my online textbooks that I’ve rented for the year?
Librarian : Hi [name]
Librarian : Did you purchase access to the online textbooks?
Student : Yes i have
Librarian : OK, do you have an email from the company from which you purchased the text books letting you know how to access the book, or providing a link?
",109,0
186,Undergraduate,9/1/22 14:07,"Student: can I rent a graphing calculator
Librarian : Hi [name]
Student : hello
Librarian : We usually have those available for check out at our information desks at one of our library locations
Student : okay do i need a asu id. I am a online student but live in the valley so i never got an id
Librarian : you should have an ID number, even if you don't have a sun card
Librarian : that will work :-)
Student : ok perfect I have that ! thank you
Librarian : you're welcome
",134,0
187,Undergraduate,9/1/22 14:32,"Student: Can I attain a virtual library card
Librarian : Hi [name], I'm not sure what you mean
Librarian : Your Sun Card is your library card, and you can sign in to get access to library resources with your ASUrite
Student : okay am i able to use that for a app that allows access to audiobooks
Librarian : Which app? The library doesn't actually have a lot of audiobooks, as far as I know
Librarian : The public libraries in the area do, and you could get a library card and have access
Student : libby is the app that i wanted to use, and okay
Librarian : I use Overdrive through the Tempe Public Library
Student : wasnt sure if i could get a school library card to use, but no worries
Librarian : Unfortunately not, but you can often get a library card via the internet based on where you live
Librarian : A public library card, I mean
Student : okay great thank you
Librarian : You're welcome!
",255,0
